Compound,CID,mol_idx,Regno,Chemotype,Smiles,smiles_nosalt
UNC10225023A,23648890,195,GSK977617,4-aryl-7-azaindole,NCCNS(=O)(=O)c1ccc(cc1)-c1ccnc2[nH]ccc12,NCCNS(=O)(=O)c1ccc(-c2ccnc3[nH]ccc23)cc1
UNC10225023B,23648890,196,GSK977617,4-aryl-7-azaindole,NCCNS(=O)(=O)c1ccc(cc1)-c1ccnc2[nH]ccc12,NCCNS(=O)(=O)c1ccc(-c2ccnc3[nH]ccc23)cc1
UNC10225024A,57396626,197,GSK2297543,morpholino-imidazo-pyrimidinones,FC(F)(F)c1cccc(Cn2ccn3c2nc(cc3=O)N2CCOCC2)c1,O=c1cc(N2CCOCC2)nc2n(Cc3cccc(C(F)(F)F)c3)ccn12
UNC10225025A,10639924,198,SB-610250,4-pyridinyl_ortho-aryl_azoles,COc1cccc(c1)-c1nc([nH]c1-c1ccncc1)-c1ccccc1,COc1cccc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)c1
UNC10225026A,,199,SB-711880,3-amino-6-aryl-pyrazolopyridine,Oc1ccccc1-c1ccc2c(NC(=O)C3CC3)n[nH]c2n1,O=C(Nc1n[nH]c2nc(-c3ccccc3O)ccc12)C1CC1
UNC10225027A,24802961,200,GSK1269851,4-aryl-7-azaindole,Cl.Cl.NCC(C(=O)Nc1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,NCC(C(=O)Nc1cc(Br)c(-c2ccnc3[nH]ccc23)s1)c1ccccc1
UNC10225028A,44527361,201,GSK189015,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1ccc(s1)-c1nc(Nc2ccncc2)c2ccccc2n1,Cc1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)s1
UNC10225029A,9817349,202,GSK1292139,carboxamide pyrimidine,Cc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1,Cc1cccc(Nc2nc(NCCN)ncc2C(N)=O)c1
UNC10225030A,51356852,203,GSK2250882,3-Amino-6-aryl-indazole,CC(C)c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,CC(C)c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225031A,9865518,204,SB-222516,4-pyrimidinyl_ortho-aryl_azoles,CNc1nccc(n1)-c1c(ncn1CCCN1CCOCC1)-c1ccc(F)cc1,CNc1nccc(-c2c(-c3ccc(F)cc3)ncn2CCCN2CCOCC2)n1
UNC10225032A,44525957,205,GSK1379766,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2ccc3OCOc3c2)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)Nc4ccc5c(c4)OCO5)C3)n2)cc(OC)c1OC
UNC10225033A,44525958,206,GSK1379767,2-anilino-4-pyrrolidinopyrimidine,COC(=O)c1cccc(NC(=O)NC2CCN(C2)c2ccnc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4cc(OC)c(OC)c(OC)c4)n3)C2)c1
UNC10225034A,44525921,207,GSK1379708,2-anilino-4-pyrrolidinopyrimidine,Fc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cccc(c2)C#N)cc1,N#Cc1cccc(C(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1
UNC10225035A,22112846,208,GW281179,4-anilino-quinazoline and analogues,Cn1cncc1-c1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cn1,Cn1cncc1-c1cc2c(Nc3ccc(OCc4ccccc4)cc3)ncnc2cn1
UNC10225036A,44578709,209,GW775610,Biphenylamide,Cc1ccc(NC(=O)c2ccnc(c2)N2CCCCC2)cc1-c1ccc(cc1)C(=O)NCC1CC1,Cc1ccc(NC(=O)c2ccnc(N3CCCCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1
UNC10225037A,6539398,210,GW818941,4-pyrimidinyl-azoles,C1COc2cc(Nc3nccc(n3)-c3cnn4nc(ccc34)-c3ccccc3)ccc2O1,c1ccc(-c2ccc3c(-c4ccnc(Nc5ccc6c(c5)OCCO6)n4)cnn3n2)cc1
UNC10225038A,6539501,211,SB-390769,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(Nc2ccc(Cl)c(c2)C(O)=O)C(=O)NC1=O,COc1cccc(C2=C(Nc3ccc(Cl)c(C(=O)O)c3)C(=O)NC2=O)c1
UNC10225039A,53469449,212,GSK2606590,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2cccc(Cl)c2)c2c(N)ncnc12,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cccc(Cl)c2)c2c(N)ncnc21
UNC10225040A,44532672,213,GW659009,"2,4-dianilinopyrimidine",Cl.NC(=O)c1cccc(Nc2nccc(Nc3ccc(Oc4c(Cl)cccc4Cl)c(Cl)c3)n2)c1,NC(=O)c1cccc(Nc2nccc(Nc3ccc(Oc4c(Cl)cccc4Cl)c(Cl)c3)n2)c1
UNC10225041A,24804781,214,GSK1581428,4-aryl-7-azaindole,Cl.Cl.NC[C@H](CC1CCCCC1)NC(=O)c1ccc(s1)-c1ccnc2[nH]ccc12,NC[C@H](CC1CCCCC1)NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1
UNC10225042A,44527657,215,GSK204919,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,COc1ccc2nc(nc(Nc3ccncc3)c2c1)-c1cccc(C)n1,COc1ccc2nc(-c3cccc(C)n3)nc(Nc3ccncc3)c2c1
UNC10225043A,6539467,216,SB-381891,3-anilino-4-aryl maleimide,COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O,COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O
UNC10225044A,45272980,217,GW876019,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1cccc(n1)-c1nc(Nc2cccc(c2)C(N)=O)c2ccccc2n1,Cc1cccc(-c2nc(Nc3cccc(C(N)=O)c3)c3ccccc3n2)n1
UNC10225045A,,218,GSK1440913,2-anilino-4-aryl-pyrimidine,Cc1cc(cc(C)c1O)-c1ccnc(Nc2cccc(c2)C#N)n1,Cc1cc(-c2ccnc(Nc3cccc(C#N)c3)n2)cc(C)c1O
UNC10225046A,44578613,219,GW810437,Biphenylamide,COc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(cc1)C(=O)NCC1CC1,COc1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1
UNC10225047A,11245934,220,GSK260205,aminofurazan,OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCn1c(nc2c(ncc(OCCCN)c12)-c1ccccc1)-c1nonc1N,CCn1c(-c2nonc2N)nc2c(-c3ccccc3)ncc(OCCCN)c21
UNC10225048A,44532720,221,GW694077,4-anilinoquinoline,N(c1c[nH]nc1-c1ccccn1)c1ccnc2ccccc12,c1ccc(-c2n[nH]cc2Nc2ccnc3ccccc23)nc1
UNC10225049A,44532317,222,GW494610,4-anilinoquinoline,Cl.COc1cc(Nc2ccnc3cc(ccc23)-c2ccncc2)cc(OC)c1OC,COc1cc(Nc2ccnc3cc(-c4ccncc4)ccc23)cc(OC)c1OC
UNC10225050A,6539613,223,SB-742609,3-amino-6-aryl-pyrazolopyridine,Brc1cc2c(NC(=O)C3CCCC3)n[nH]c2nc1-c1nccs1,O=C(Nc1n[nH]c2nc(-c3nccs3)c(Br)cc12)C1CCCC1
UNC10225051A,9958299,224,GW697465,2-aminobenzimidazole,Cl.COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(ccc4Cl)C(F)(F)F)cc3)ccc2[nH]1,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4Cl)cc3)ccc2[nH]1
UNC10225052A,44525953,225,GSK1379761,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)C2COc3ccccc3O2)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)C4COc5ccccc5O4)C3)n2)cc(OC)c1OC
UNC10225054A,44532478,226,GW567145,4-anilinoquinoline,C(CN1CCOCC1)NCc1ccc(o1)-c1ccc2c(Nc3ccc(Oc4ccccn4)cc3)ccnc2c1,c1ccc(Oc2ccc(Nc3ccnc4cc(-c5ccc(CNCCN6CCOCC6)o5)ccc34)cc2)nc1
UNC10225056A,44525486,227,GSK1229782,2-anilino-4-aryl-pyrimidine,COc1ccc(Nc2nccc(n2)-c2cccc(NC(=O)c3cc4cc(F)ccc4[nH]3)c2)cc1,COc1ccc(Nc2nccc(-c3cccc(NC(=O)c4cc5cc(F)ccc5[nH]4)c3)n2)cc1
UNC10225057A,9945516,228,GW681251,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,Clc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,Clc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
UNC10225058A,11133737,229,SB-219980,4-pyrimidinyl_ortho-aryl_azoles,Nc1nccc(n1)-c1c(ncn1C1CCN(Cc2ccccc2)CC1)-c1ccc(F)cc1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCN(Cc3ccccc3)CC2)n1
UNC10225060A,6539533,230,SB-548492,3-amino-5-aryl-pyrazolopyridine,CC(=O)Nc1n[nH]c2ncc(cc12)-c1ccccc1,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12
UNC10225061A,6539494,231,SB-390770,3-anilino-4-aryl maleimide,COc1cccc(c1)C1=C(Nc2cccc(c2)C(O)=O)C(=O)NC1=O,COc1cccc(C2=C(Nc3cccc(C(=O)O)c3)C(=O)NC2=O)c1
UNC10225063A,6539498,232,SB-390532,3-anilino-4-aryl maleimide,OC(=O)c1cc(NC2=C(C(=O)NC2=O)c2ccccc2)ccc1Cl,O=C1NC(=O)C(c2ccccc2)=C1Nc1ccc(Cl)c(C(=O)O)c1
UNC10225065A,6539465,233,SB-390534,3-anilino-4-aryl maleimide,Oc1cccc(NC2=C(C(=O)NC2=O)c2ccccc2)c1,O=C1NC(=O)C(c2ccccc2)=C1Nc1cccc(O)c1
UNC10225066A,44525974,234,GSK1379944,2-anilino-4-aminopyrimidine,Fc1ccc(CNc2nccc(NCCNC(=O)c3cc4ccccc4s3)n2)cc1,O=C(NCCNc1ccnc(NCc2ccc(F)cc2)n1)c1cc2ccccc2s1
UNC10225068A,56670156,235,GSK1649598,4-pyrimidinyl_ortho-aryl_azoles,CC(C)c1nc(c(s1)-c1ccnc(Nc2ccc3CCN(C)Cc3c2)n1)-c1cccc(NS(=O)(=O)c2ccccc2)c1,CC(C)c1nc(-c2cccc(NS(=O)(=O)c3ccccc3)c2)c(-c2ccnc(Nc3ccc4c(c3)CN(C)CC4)n2)s1
UNC10225069A,25263108,236,GSK336313,benzimidazole_N-thiophenes,COc1cc2ncn(-c3cc(OCc4ccncc4)c(s3)C(N)=O)c2cc1OC,COc1cc2ncn(-c3cc(OCc4ccncc4)c(C(N)=O)s3)c2cc1OC
UNC10225070A,53317178,237,GSK2192730,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1cccc(N)n1,Nc1cccc(-c2ccc3c(N)n[nH]c3c2)n1
UNC10225071A,66561090,238,GSK2634140,7-alkyl-5-aryl-4-aminopyrrolopyrimidine,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2cc(F)cc(F)c2F)c2c(N)ncnc12,Cn1cc(-c2ccc3c(c2)CCN3C(=O)Cc2cc(F)cc(F)c2F)c2c(N)ncnc21
UNC10225072A,11529890,239,GW693028,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,N#Cc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,N#Cc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
UNC10225073A,6539426,240,GW829058,4-pyrimidinyl_ortho-aryl_azoles,Fc1ccc(Nc2nccc(n2)-c2c(nn3ncccc23)-c2ccc(Cl)cc2)cc1F,Fc1ccc(Nc2nccc(-c3c(-c4ccc(Cl)cc4)nn4ncccc34)n2)cc1F
UNC10225074A,44532553,241,GW582868,"2,4-dianilinopyrimidine",Cl.Cc1ccc(Nc2ccnc(Nc3ccc(C)c(F)c3)n2)cc1O,Cc1ccc(Nc2ccnc(Nc3ccc(C)c(F)c3)n2)cc1O
UNC10225075A,51356855,242,GSK2219329,3-Amino-6-aryl-indazole,CN(C)c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,CN(C)c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225076A,44529278,243,GSK361061,4-pyrimidinyl_ortho-aryl_azoles,Cc1ccc(F)c(C(=O)Nc2cccc(c2)-c2nn3ccccc3c2-c2ccnc(Nc3cccc(F)c3)n2)c1F,Cc1ccc(F)c(C(=O)Nc2cccc(-c3nn4ccccc4c3-c3ccnc(Nc4cccc(F)c4)n3)c2)c1F
UNC10225077B,51354327,244,GSK2286775,3-Amino-6-aryl-indazole,Cl.Cl.Nc1n[nH]c2cc(ccc12)-c1cc(nc(N)n1)N1CCCC(C1)NC(=O)c1ccccc1,Nc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2CCCC(NC(=O)c3ccccc3)C2)n1
UNC10225078A,24804298,245,GSK1383281,4-aryl-7-azaindole,Cl.Cl.CC(C)NCC(Cc1ccccc1)NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12,CC(C)NCC(Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
UNC10225079A,44532690,246,GW664114,4-anilinoquinoline,N#Cc1cnc2cc(ccc2c1Nc1ccc(Oc2ccccc2)cc1)-c1cnc(CNCCN2CCOCC2)s1,N#Cc1cnc2cc(-c3cnc(CNCCN4CCOCC4)s3)ccc2c1Nc1ccc(Oc2ccccc2)cc1
UNC10225080A,44525951,247,GSK1379757,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)C(C)c2ccc(Cl)cc2)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)C(C)c4ccc(Cl)cc4)C3)n2)cc(OC)c1OC
UNC10225081A,44529262,248,GSK357952,4-pyrimidinyl_ortho-aryl_azoles,Fc1cccc(Nc2nccc(n2)-c2c(nn3ccccc23)-c2cccc(NC(=O)c3c(F)ccc(F)c3Cl)c2)c1,O=C(Nc1cccc(-c2nn3ccccc3c2-c2ccnc(Nc3cccc(F)c3)n2)c1)c1c(F)ccc(F)c1Cl
UNC10225082A,5329826,249,GW809893,"2,4-Dianilinopyrimidine",CN(c1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1)c1ccnc(Nc2ccc(cc2)S(N)(=O)=O)n1,CN(c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1)c1ccnc(Nc2ccc(S(N)(=O)=O)cc2)n1
UNC10225083A,51357138,250,GSK2258759,3-Amino-6-aryl-indazole,C[C@@H]1CCCCN1c1cc(nc(N)n1)-c1ccc2c(N)n[nH]c2c1,C[C@@H]1CCCCN1c1cc(-c2ccc3c(N)n[nH]c3c2)nc(N)n1
UNC10225084A,,251,GW869516,imidazotriazine,COc1cc(Nc2ncc3c(C)nc(-c4cc5ccccc5[nH]4)n3n2)cc(OC)c1OC,COc1cc(Nc2ncc3c(C)nc(-c4cc5ccccc5[nH]4)n3n2)cc(OC)c1OC
UNC10225085A,44279444,252,GW273749,4-anilino-quinazoline and analogues,Cl.C(c1ccccc1)n1ncc2cc(Nc3ncnc4ccccc34)ccc12,c1ccc(Cn2ncc3cc(Nc4ncnc5ccccc45)ccc32)cc1
UNC10225086A,44525965,253,GSK1379874,2-anilino-4-aminopyrimidine,Fc1ccc(Nc2nccc(NCCNC(=O)c3cc4ccccc4s3)n2)cc1,O=C(NCCNc1ccnc(Nc2ccc(F)cc2)n1)c1cc2ccccc2s1
UNC10225087A,6539512,254,SB-334860,3-anilino-4-aryl maleimide,CN(C1=C(C(=O)NC1=O)c1ccccc1)c1ccccc1,CN(C1=C(c2ccccc2)C(=O)NC1=O)c1ccccc1
UNC10225088A,44525922,255,GSK1379710,2-anilino-4-pyrrolidinopyrimidine,CC(=O)c1cccc(NC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)c1,CC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1
UNC10225089A,46927672,256,GSK1804250,4-pyrimidinyl_ortho-aryl_azoles,CC(C)c1nc(c(s1)-c1ccnc(Nc2ccc(nc2)N2CCOCC2)n1)-c1ccc(F)c(NS(=O)(=O)c2c(F)cccc2F)c1,CC(C)c1nc(-c2ccc(F)c(NS(=O)(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(N4CCOCC4)nc3)n2)s1
UNC10225090A,6539475,257,SB-340867,3-anilino-4-aryl maleimide,Oc1ccc(NC2=C(C(=O)NC2=O)c2ccc(Cl)cc2)cc1,O=C1NC(=O)C(c2ccc(Cl)cc2)=C1Nc1ccc(O)cc1
UNC10225091A,5329480,258,GW583340,4-anilino-quinazoline and analogues,Cl.CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cs1
UNC10225092A,6539458,259,SB-342409,3-anilino-4-aryl maleimide,Clc1cccc(NC2=C(C(=O)NC2=O)c2ccccc2Cl)c1,O=C1NC(=O)C(c2ccccc2Cl)=C1Nc1cccc(Cl)c1
UNC10225093A,44525942,260,GSK1379738,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(Nc2nccc(n2)N2CCC(C2)NC(=O)c2cc3ccccc3s2)cc1,COc1ccc(Nc2nccc(N3CCC(NC(=O)c4cc5ccccc5s4)C3)n2)cc1
UNC10225094A,44532477,261,GW567143,4-anilinoquinoline,C(N1CCCCC1)c1ccc(o1)-c1ccc2c(Nc3ccc(Oc4ccccn4)cc3)ccnc2c1,c1ccc(Oc2ccc(Nc3ccnc4cc(-c5ccc(CN6CCCCC6)o5)ccc34)cc2)nc1
UNC10225095A,44397393,262,SB-737856,aminofurazan,CCn1c(nc2cnccc12)-c1c(C)onc1N,CCn1c(-c2c(N)noc2C)nc2cnccc21
UNC10225096A,44532737,263,GW709199,4-anilino-quinazoline and analogues,FC(F)(F)c1ccc(\C=C\c2cncnc2Nc2ccc3[nH]c(Cc4ccccc4)nc3c2)cc1,FC(F)(F)c1ccc(/C=C/c2cncnc2Nc2ccc3[nH]c(Cc4ccccc4)nc3c2)cc1
UNC10225097A,9901062,264,GW515532,4-pyrimidinyl_ortho-aryl_azoles,Cc1cccc2c(c(nn12)-c1ccc(F)cc1)-c1ccncn1,Cc1cccc2c(-c3ccncn3)c(-c3ccc(F)cc3)nn12
UNC10225098A,44525967,265,GSK1379879,2-anilino-4-aminopyrimidine,COc1cccc(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1,COc1cccc(NC(=O)NCCNc2ccnc(Nc3ccc(F)cc3)n2)c1
UNC10225099A,44532262,266,GW466413,4-anilinoquinoline,Cl.Cc1c(O)cccc1Nc1ccnc2ccc(cc12)C(F)(F)F,Cc1c(O)cccc1Nc1ccnc2ccc(C(F)(F)F)cc12
UNC10225100A,44525964,267,GSK1379860,2-amino-4-piperidinopyrimidine,COC(=O)c1cccc(NC(=O)NC2CCN(CC2)c2ccnc(NCc3ccc(F)cc3)n2)c1,COC(=O)c1cccc(NC(=O)NC2CCN(c3ccnc(NCc4ccc(F)cc4)n3)CC2)c1
UNC10225101A,44571415,268,GW707818,4-anilino-quinazoline and analogues,Fc1cccc(COc2ccc(Nc3ncnc4sc(cc34)-c3ccc[nH]3)cc2Cl)c1,Fc1cccc(COc2ccc(Nc3ncnc4sc(-c5ccc[nH]5)cc34)cc2Cl)c1
UNC10225103A,51356856,269,GSK2227430,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1cc(nc(N)n1)N1CCCC1,Nc1nc(-c2ccc3c(N)n[nH]c3c2)cc(N2CCCC2)n1
UNC10225104A,44525935,270,GSK1379727,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(CNC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(OC)cc3)n2)cc1,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(OC)cc4)n3)C2)cc1
UNC10225105A,44525954,271,GSK1379762,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2cc(C)ccc2C)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)Nc4cc(C)ccc4C)C3)n2)cc(OC)c1OC
UNC10225106A,44532446,272,GW560109,4-anilinoquinoline,Fc1cc(Cl)ccc1Nc1ccnc2cc(ccc12)-c1ccc(CN2CCOCC2)o1,Fc1cc(Cl)ccc1Nc1ccnc2cc(-c3ccc(CN4CCOCC4)o3)ccc12
UNC10225107A,71451677,273,SB-731254-M,4-amino-3-aryl-thienopyridine and analogues,OC(=O)C(F)(F)F.Nc1ncnc2scc(-c3ccc(NC(=O)Cc4cc(F)ccc4F)cc3)c12,Nc1ncnc2scc(-c3ccc(NC(=O)Cc4cc(F)ccc4F)cc3)c12
UNC10225108A,44591845,274,GSK1487252,4-aryl-7-azaindole,Cl.Cl.NC[C@H](Cc1ccc(cc1)C(F)(F)F)NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12,NC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1
UNC10225109A,44532526,275,GW577382,4-anilinoquinoline,COc1cc(Nc2ccnc3ccc(cc23)C(F)(F)F)cc(OC)c1OC,COc1cc(Nc2ccnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC
UNC10225110A,44525930,276,GSK1379721,2-anilino-4-pyrrolidinopyrimidine,COc1cccc(NC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)c1,COc1cccc(NC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)c1
UNC10225111A,44525949,277,GSK1379753,2-anilino-4-pyrrolidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(C2)NC(=O)Nc2cccc(c2)C(C)=O)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NC(=O)Nc4cccc(C(C)=O)c4)C3)n2)cc(OC)c1OC
UNC10225112A,44525920,278,GSK1379706,2-anilino-4-pyrrolidinopyrimidine,COc1ccc(CNC(=O)NC2CCN(C2)c2ccnc(Nc3ccc(F)cc3)n2)cc1,COc1ccc(CNC(=O)NC2CCN(c3ccnc(Nc4ccc(F)cc4)n3)C2)cc1
UNC10225113A,44525941,279,GSK1379737,2-anilino-4-pyrrolidinopyrimidine,CCCc1ccc(cc1)S(=O)(=O)NC1CCN(C1)c1ccnc(Nc2ccc(OC)cc2)n1,CCCc1ccc(S(=O)(=O)NC2CCN(c3ccnc(Nc4ccc(OC)cc4)n3)C2)cc1
UNC10225114A,,280,SB-736715,Imidazolopyridine,CCn1c(nc2cnccc12)-c1cccnc1O,CCn1c(-c2cccnc2O)nc2cnccc21
UNC10225115A,5329477,281,GW569716,4-anilino-quinazoline and analogues,Cl.Cl.CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc4n(Cc5ccccc5)ncc4c3)c2c1,CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc5c(cnn5Cc5ccccc5)c4)c3c2)cs1
UNC10225116A,9879605,282,GW475620,4-pyridinyl_ortho-aryl_azoles,Fc1ccc(cc1)-c1nn2cccc(F)c2c1-c1ccncc1,Fc1ccc(-c2nn3cccc(F)c3c2-c2ccncc2)cc1
UNC10225117A,44526983,283,GSK1693850,4-6-di-Ar-quinoline,Nc1ncc(cc1S(=O)(=O)N1CCCCC1)-c1ccc2nccc(-c3ccncc3)c2c1,Nc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1S(=O)(=O)N1CCCCC1
UNC10225118A,9903786,284,GW789449,carboxamide thiophene,NC(=O)Nc1sc(cc1C(N)=O)-c1ccc(F)cc1,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O
UNC10225119A,53466728,285,GSK2576924,4-amino-3-aryl-thienopyridine and analogues,Nc1nccc2scc(-c3ccc4N(CCc4c3)C(=O)Cc3ccccc3)c12,Nc1nccc2scc(-c3ccc4c(c3)CCN4C(=O)Cc3ccccc3)c12
UNC10225120A,9935852,286,GW654607,2-aminobenzimidazole,Cl.COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)cc2[nH]1,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1
UNC10225121A,6539477,287,SB-381904,3-anilino-4-aryl maleimide,COc1ccccc1C1=C(Nc2ccc(O)c(Cl)c2)C(=O)NC1=O,COc1ccccc1C1=C(Nc2ccc(O)c(Cl)c2)C(=O)NC1=O
UNC10225122A,9880709,288,GW873004,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Clc1cccc(c1)-c1nc(Nc2ccncc2)c2ccccc2n1,Clc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)c1
UNC10225123A,69689,289,SKF-97623,6-aminopurines and related,Cn1cnc2c(N)ncnc12,Cn1cnc2c(N)ncnc21
UNC10225124A,44525962,290,GSK1379825,2-anilino-4-piperidinopyrimidine,COc1cc(Nc2nccc(n2)N2CCC(CC2)NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc(OC)c1OC,COc1cc(Nc2nccc(N3CCC(NS(=O)(=O)c4ccc(NC(C)=O)cc4)CC3)n2)cc(OC)c1OC
UNC10225125A,9836405,291,GW684088,4-pyridinyl (with 2 aryl) _ortho-aryl_azoles,Cc1ccc(cc1)-c1cc(ccn1)-c1c[nH]nc1-c1ccccn1,Cc1ccc(-c2cc(-c3c[nH]nc3-c3ccccn3)ccn2)cc1
UNC10225126A,10358578,292,GW869640,2-aryl-4-anilino(pyridin-4-yl)-quinazoline and analogues,Cc1csc(n1)-c1nc(Nc2ccncc2)c2ccccc2n1,Cc1csc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1
UNC10225127A,25263079,293,GSK1024304,benzimidazole_N-thiophenes,COc1ccc(COc2cc(sc2C(N)=O)-n2cnc3ccccc23)cc1,COc1ccc(COc2cc(-n3cnc4ccccc43)sc2C(N)=O)cc1
UNC10225128B,9950176,294,SB-386023,4-pyridinyl_ortho-aryl_azoles,Cl.Oc1cc(ccc1Cl)-c1nc([nH]c1-c1ccncc1)-c1ccccc1,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl
UNC10225129A,44525963,295,GSK1379859,2-amino-4-piperidinopyrimidine,Fc1ccc(CNc2nccc(n2)N2CCC(CC2)NC(=O)Nc2ccc3OCOc3c2)cc1,O=C(Nc1ccc2c(c1)OCO2)NC1CCN(c2ccnc(NCc3ccc(F)cc3)n2)CC1
